LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,California,5 to 11,2001,Percent,0.41
State,California,12 to 14,2001,Percent,0.17
State,California,15 to 17,2001,Percent,0.16
State,California,Total less than 18,2000,Percent,1
State,California,0 to 4,2000,Percent,0.27
State,California,5 to 11,2000,Percent,0.41
State,California,12 to 14,2000,Percent,0.16
State,California,15 to 17,2000,Percent,0.16
State,California,5 to 11,1999,Number,3773424
State,California,0 to 4,1999,Number,2512147
State,California,Total less than 18,2000,Number,9267089
State,California,0 to 4,2000,Number,2490848
State,California,5 to 11,2000,Number,3799265
State,California,12 to 14,2000,Number,1505829
State,California,15 to 17,2000,Number,1471147
State,California,12 to 14,1999,Number,1473354
State,California,Total less than 18,1999,Number,9207878
State,California,15 to 17,1999,Number,1448953
State,California,Total less than 18,1999,Percent,1
State,California,15 to 17,1999,Percent,0.16
State,California,12 to 14,1999,Percent,0.16
State,California,5 to 11,1999,Percent,0.41
State,California,0 to 4,1998,Percent,0.28
State,California,0 to 4,1999,Percent,0.27
State,California,5 to 11,1998,Percent,0.41
State,California,12 to 14,1998,Percent,0.16
State,California,15 to 17,1998,Percent,0.16
State,California,Total less than 18,1998,Percent,1
State,California,12 to 14,1998,Number,1443090
State,California,5 to 11,1998,Number,3722320
State,California,0 to 4,1997,Number,2646587
State,California,0 to 4,1998,Number,2569646
State,California,15 to 17,1998,Number,1428182
State,California,Total less than 18,1998,Number,9163238
State,California,5 to 11,1997,Number,3662428
State,California,12 to 14,1997,Number,1429153
State,California,Total less than 18,1997,Number,9135359
State,California,15 to 17,1997,Number,1397191
State,California,15 to 17,1997,Percent,0.15
State,California,0 to 4,1997,Percent,0.29
State,California,0 to 4,1996,Percent,0.3
State,California,12 to 14,1997,Percent,0.16
State,California,5 to 11,1997,Percent,0.4
State,California,15 to 17,1996,Percent,0.15
State,California,5 to 11,1996,Percent,0.39
State,California,12 to 14,1996,Percent,0.16
State,California,Total less than 18,1997,Percent,1
State,California,Total less than 18,1996,Percent,1
State,California,12 to 14,1996,Number,1420064
State,California,5 to 11,1996,Number,3577233
State,California,0 to 4,1995,Number,2805155
State,California,0 to 4,1996,Number,2736688
State,California,5 to 11,1995,Number,3430468
State,California,12 to 14,1995,Number,1396588
State,California,Total less than 18,1995,Number,8920578
State,California,15 to 17,1995,Number,1288367
State,California,15 to 17,1996,Number,1345534
State,California,Total less than 18,1996,Number,9079519
State,California,15 to 17,1995,Percent,0.14
State,California,12 to 14,1995,Percent,0.16
State,California,5 to 11,1995,Percent,0.38
State,California,0 to 4,1995,Percent,0.31
State,California,0 to 4,1994,Percent,0.32
State,California,5 to 11,1994,Percent,0.38
State,California,15 to 17,1994,Percent,0.14
State,California,12 to 14,1994,Percent,0.16
State,California,Total less than 18,1994,Percent,1
State,California,Total less than 18,1995,Percent,1
State,California,Total less than 18,1994,Number,8790058
State,California,12 to 14,1994,Number,1368873
State,California,5 to 11,1994,Number,3338629
State,California,0 to 4,1994,Number,2836560
State,California,15 to 17,1994,Number,1245996
State,California,5 to 11,1993,Number,3283642
State,California,0 to 4,1993,Number,2813337
State,California,12 to 14,1993,Number,1316146
State,California,Total less than 18,1993,Number,8624810
State,California,15 to 17,1993,Number,1211685
State,California,15 to 17,1993,Percent,0.14
State,California,0 to 4,1993,Percent,0.33
State,California,0 to 4,1992,Percent,0.33
State,California,12 to 14,1993,Percent,0.15
State,California,5 to 11,1993,Percent,0.38
State,California,15 to 17,1992,Percent,0.14
State,California,5 to 11,1992,Percent,0.38
State,California,12 to 14,1992,Percent,0.15
State,California,Total less than 18,1993,Percent,1
State,California,Total less than 18,1992,Percent,1
State,California,Total less than 18,1992,Number,8439647
State,California,12 to 14,1992,Number,1263005
State,California,5 to 11,1992,Number,3228561
State,California,0 to 4,1991,Number,2667122
State,California,0 to 4,1992,Number,2752791
State,California,5 to 11,1991,Number,3189263
State,California,15 to 17,1992,Number,1195290
State,California,12 to 14,1991,Number,1219327
State,California,Total less than 18,1991,Number,8245605
State,California,Total less than 18,1991,Percent,1
State,California,15 to 17,1991,Number,1169893
State,California,15 to 17,1991,Percent,0.14
State,California,12 to 14,1991,Percent,0.15
State,California,5 to 11,1991,Percent,0.39
State,California,0 to 4,1990,Percent,0.32
State,California,0 to 4,1991,Percent,0.32
State,California,5 to 11,1990,Percent,0.39
State,California,12 to 14,1990,Percent,0.15
State,California,15 to 17,1990,Percent,0.15
State,California,Total less than 18,1990,Percent,1
State,California,Total less than 18,1990,Number,7980501
State,California,15 to 17,1990,Number,1172821
State,California,12 to 14,1990,Number,1170657
State,California,5 to 11,1990,Number,3101496
State,California,0 to 4,1990,Number,2535527
State,Colorado,0 to 4,1990,Number,261231
State,Colorado,5 to 11,1990,Number,356062
State,Colorado,12 to 14,1990,Number,134578
State,Colorado,15 to 17,1990,Number,129769
State,Colorado,Total less than 18,1990,Number,881640
State,Colorado,Total less than 18,1990,Percent,1
State,Colorado,15 to 17,1990,Percent,0.15
State,Colorado,0 to 4,1990,Percent,0.3
State,Colorado,12 to 14,1990,Percent,0.15
State,Colorado,5 to 11,1990,Percent,0.4
State,Colorado,0 to 4,1991,Percent,0.29
State,Colorado,5 to 11,1991,Percent,0.41
State,Colorado,12 to 14,1991,Percent,0.16
State,Colorado,15 to 17,1991,Percent,0.15
State,Colorado,Total less than 18,1991,Percent,1
State,Colorado,Total less than 18,1991,Number,896537
State,Colorado,15 to 17,1991,Number,131280
State,Colorado,12 to 14,1991,Number,139649
State,Colorado,0 to 4,1991,Number,261609
State,Colorado,5 to 11,1991,Number,363999
State,Colorado,15 to 17,1992,Number,137509
State,Colorado,12 to 14,1992,Number,148010
State,Colorado,0 to 4,1992,Number,265869
State,Colorado,5 to 11,1992,Number,374189
State,Colorado,Total less than 18,1992,Number,925577
State,Colorado,Total less than 18,1992,Percent,1
State,Colorado,15 to 17,1992,Percent,0.15
State,Colorado,12 to 14,1992,Percent,0.16
State,Colorado,Total less than 18,1993,Percent,1
State,Colorado,0 to 4,1993,Percent,0.28
State,Colorado,5 to 11,1993,Percent,0.4
State,Colorado,12 to 14,1993,Percent,0.16
State,Colorado,15 to 17,1993,Percent,0.15
State,Colorado,0 to 4,1992,Percent,0.29
State,Colorado,5 to 11,1992,Percent,0.4
State,Colorado,15 to 17,1993,Number,142496
State,Colorado,12 to 14,1993,Number,155695
State,Colorado,5 to 11,1993,Number,381282
State,Colorado,0 to 4,1993,Number,268333
State,Colorado,Total less than 18,1993,Number,947806
State,Colorado,15 to 17,1994,Number,148862
State,Colorado,12 to 14,1994,Number,162772
State,Colorado,0 to 4,1994,Number,268807
State,Colorado,5 to 11,1994,Number,385971
State,Colorado,Total less than 18,1994,Number,966412
State,Colorado,15 to 17,1995,Percent,0.16
State,Colorado,Total less than 18,1995,Percent,1
State,Colorado,5 to 11,1995,Percent,0.4
State,Colorado,12 to 14,1995,Percent,0.17
State,Colorado,Total less than 18,1994,Percent,1
State,Colorado,15 to 17,1994,Percent,0.15
State,Colorado,12 to 14,1994,Percent,0.17
State,Colorado,5 to 11,1994,Percent,0.4
State,Colorado,0 to 4,1994,Percent,0.28
State,Colorado,0 to 4,1995,Percent,0.27
State,Colorado,Total less than 18,1996,Number,1003946
State,Colorado,15 to 17,1996,Number,163524
State,Colorado,15 to 17,1995,Number,156130
State,Colorado,Total less than 18,1995,Number,984310
State,Colorado,12 to 14,1995,Number,167351
State,Colorado,0 to 4,1995,Number,268909
State,Colorado,5 to 11,1995,Number,391920
State,Colorado,0 to 4,1996,Number,270446
State,Colorado,5 to 11,1996,Number,399343
State,Colorado,12 to 14,1996,Number,170633
State,Colorado,Total less than 18,1996,Percent,1
State,Colorado,15 to 17,1996,Percent,0.16
State,Colorado,12 to 14,1996,Percent,0.17
State,Colorado,Total less than 18,1997,Percent,1
State,Colorado,5 to 11,1997,Percent,0.4
State,Colorado,12 to 14,1997,Percent,0.17
State,Colorado,15 to 17,1997,Percent,0.17
State,Colorado,0 to 4,1996,Percent,0.27
State,Colorado,5 to 11,1996,Percent,0.4
State,Colorado,0 to 4,1997,Percent,0.27
State,Colorado,15 to 17,1997,Number,171912
State,Colorado,Total less than 18,1997,Number,1030557
State,Colorado,12 to 14,1997,Number,174501
State,Colorado,0 to 4,1997,Number,275062
State,Colorado,5 to 11,1997,Number,409082
State,Colorado,Total less than 18,1998,Number,1060066
State,Colorado,15 to 17,1998,Number,177712
State,Colorado,0 to 4,1998,Number,282940
State,Colorado,5 to 11,1998,Number,420262
State,Colorado,12 to 14,1998,Number,179152
State,Colorado,Total less than 18,1998,Percent,1
State,Colorado,15 to 17,1998,Percent,0.17
State,Colorado,12 to 14,1998,Percent,0.17
State,Colorado,5 to 11,1998,Percent,0.4
State,Colorado,0 to 4,1998,Percent,0.27
State,Colorado,0 to 4,1999,Percent,0.27
State,Colorado,5 to 11,1999,Percent,0.39
State,Colorado,12 to 14,1999,Percent,0.17
State,Colorado,15 to 17,1999,Percent,0.17
State,Colorado,Total less than 18,1999,Percent,1
State,Colorado,15 to 17,1999,Number,181403
State,Colorado,12 to 14,1999,Number,183782
State,Colorado,Total less than 18,1999,Number,1083938
State,Colorado,0 to 4,1999,Number,291218
State,Colorado,5 to 11,1999,Number,427535
State,Colorado,Total less than 18,2000,Number,1106676
State,Colorado,0 to 4,2000,Number,298913
State,Colorado,5 to 11,2000,Number,435690
State,Colorado,12 to 14,2000,Number,187185
State,Colorado,15 to 17,2000,Number,184888
State,Colorado,Total less than 18,2000,Percent,1
State,Colorado,0 to 4,2000,Percent,0.27
State,Colorado,5 to 11,2000,Percent,0.39
State,Colorado,12 to 14,2000,Percent,0.17
State,Colorado,15 to 17,2000,Percent,0.17
State,Colorado,Total less than 18,2001,Percent,1
State,Colorado,0 to 4,2001,Percent,0.27
State,Colorado,5 to 11,2001,Percent,0.39
State,Colorado,12 to 14,2001,Percent,0.17
State,Colorado,15 to 17,2001,Percent,0.17
State,Colorado,Total less than 18,2002,Number,1138273
State,Colorado,0 to 4,2002,Number,316179
State,Colorado,5 to 11,2002,Number,435407
State,Colorado,12 to 14,2002,Number,194115
State,Colorado,15 to 17,2002,Number,192572
State,Colorado,Total less than 18,2001,Number,1126647
State,Colorado,0 to 4,2001,Number,309229
State,Colorado,5 to 11,2001,Number,438546
State,Colorado,12 to 14,2001,Number,189994
State,Colorado,15 to 17,2001,Number,188878
State,Colorado,Total less than 18,2002,Percent,1
State,Colorado,0 to 4,2002,Percent,0.28
State,Colorado,5 to 11,2002,Percent,0.38
State,Colorado,12 to 14,2002,Percent,0.17
State,Colorado,15 to 17,2002,Percent,0.17
State,Colorado,Total less than 18,2003,Percent,1
State,Colorado,0 to 4,2003,Percent,0.28
State,Colorado,5 to 11,2003,Percent,0.38
State,Colorado,12 to 14,2003,Percent,0.17
State,Colorado,15 to 17,2003,Percent,0.17
State,Colorado,Total less than 18,2004,Number,1146369
State,Colorado,0 to 4,2004,Number,325986
State,Colorado,5 to 11,2004,Number,428919
State,Colorado,12 to 14,2004,Number,197423
State,Colorado,15 to 17,2004,Number,194041
State,Colorado,Total less than 18,2003,Number,1144597
State,Colorado,0 to 4,2003,Number,322342
State,Colorado,5 to 11,2003,Number,431995
State,Colorado,12 to 14,2003,Number,196306
State,Colorado,15 to 17,2003,Number,193954
State,Colorado,Total less than 18,2005,Percent,1
State,Colorado,0 to 4,2005,Percent,0.29
State,Colorado,5 to 11,2005,Percent,0.37
State,Colorado,12 to 14,2005,Percent,0.17
State,Colorado,15 to 17,2005,Percent,0.17
State,Colorado,Total less than 18,2004,Percent,1
State,Colorado,0 to 4,2004,Percent,0.28
State,Colorado,5 to 11,2004,Percent,0.37
State,Colorado,12 to 14,2004,Percent,0.17
State,Colorado,15 to 17,2004,Percent,0.17
State,Colorado,Total less than 18,2006,Number,1171832
State,Colorado,0 to 4,2006,Number,334470
State,Colorado,5 to 11,2006,Number,441373
State,Colorado,12 to 14,2006,Number,195585
State,Colorado,15 to 17,2006,Number,200404
State,Colorado,Total less than 18,2005,Number,1156399
State,Colorado,0 to 4,2005,Number,330857
State,Colorado,5 to 11,2005,Number,431259
State,Colorado,12 to 14,2005,Number,196337
State,Colorado,15 to 17,2005,Number,197946
State,Colorado,Total less than 18,2006,Percent,1
State,Colorado,0 to 4,2006,Percent,0.29
State,Colorado,5 to 11,2006,Percent,0.38
State,Colorado,12 to 14,2006,Percent,0.17
State,Colorado,15 to 17,2006,Percent,0.17
State,Colorado,Total less than 18,2007,Percent,1
State,Colorado,0 to 4,2007,Percent,0.29
State,Colorado,5 to 11,2007,Percent,0.38
State,Colorado,12 to 14,2007,Percent,0.16
State,Colorado,15 to 17,2007,Percent,0.17
State,Colorado,Total less than 18,2008,Number,1203289
State,Colorado,0 to 4,2008,Number,342857
State,Colorado,5 to 11,2008,Number,462715
State,Colorado,12 to 14,2008,Number,195134
State,Colorado,15 to 17,2008,Number,202583
State,Colorado,Total less than 18,2007,Number,1189434
State,Colorado,0 to 4,2007,Number,339842
State,Colorado,5 to 11,2007,Number,451325
State,Colorado,12 to 14,2007,Number,194969
State,Colorado,15 to 17,2007,Number,203298
State,Colorado,0 to 4,2013,Percent,0.27
State,Colorado,12 to 14,2013,Percent,0.17
State,Colorado,15 to 17,2013,Percent,0.16
State,Colorado,5 to 11,2013,Percent,0.4
State,Colorado,Total less than 18,2013,Percent,1
State,Colorado,Total less than 18,2008,Percent,1
State,Colorado,0 to 4,2008,Percent,0.28
State,Colorado,5 to 11,2008,Percent,0.38
State,Colorado,12 to 14,2008,Percent,0.16
State,Colorado,15 to 17,2008,Percent,0.17
State,Colorado,Total less than 18,2009,Number,1217213
State,Colorado,0 to 4,2009,Number,343728
State,Colorado,5 to 11,2009,Number,475347
State,Colorado,12 to 14,2009,Number,196511
State,Colorado,15 to 17,2009,Number,201627
State,Colorado,0 to 4,2013,Number,334332
State,Colorado,Total less than 18,2013,Number,1238076
State,Colorado,5 to 11,2013,Number,496188
State,Colorado,15 to 17,2013,Number,199321
State,Colorado,12 to 14,2013,Number,208235
State,Colorado,Total less than 18,2009,Percent,1
State,Colorado,0 to 4,2009,Percent,0.28
State,Colorado,5 to 11,2009,Percent,0.39
State,Colorado,12 to 14,2009,Percent,0.16
State,Colorado,15 to 17,2009,Percent,0.17
State,Colorado,0 to 4,2010,Percent,0.28
State,Colorado,12 to 14,2010,Percent,0.16
State,Colorado,15 to 17,2010,Percent,0.16
State,Colorado,Total less than 18,2010,Percent,1
State,Colorado,5 to 11,2010,Percent,0.4
State,Colorado,Total less than 18,2010,Number,1227059
State,Colorado,5 to 11,2010,Number,485561
State,Colorado,15 to 17,2010,Number,200249
State,Colorado,12 to 14,2010,Number,197217
State,Colorado,0 to 4,2010,Number,344032
State,Colorado,5 to 11,2015,Number,500177
State,Colorado,15 to 17,2015,Number,206630
State,Colorado,12 to 14,2015,Number,212680
State,Colorado,0 to 4,2015,Number,334402
State,Colorado,Total less than 18,2015,Number,1253889
State,Colorado,15 to 17,2015,Percent,0.16
State,Colorado,5 to 11,2015,Percent,0.4
State,Colorado,Total less than 18,2015,Percent,1
State,Colorado,0 to 4,2011,Percent,0.28
State,Colorado,12 to 14,2011,Percent,0.16
State,Colorado,15 to 17,2011,Percent,0.16
State,Colorado,5 to 11,2011,Percent,0.4
State,Colorado,Total less than 18,2011,Percent,1
State,Colorado,12 to 14,2015,Percent,0.17
State,Colorado,0 to 4,2015,Percent,0.27
State,Colorado,12 to 14,2011,Number,199656
State,Colorado,0 to 4,2011,Number,341434
State,Colorado,5 to 11,2011,Number,490933
State,Colorado,15 to 17,2011,Number,198849
State,Colorado,Total less than 18,2011,Number,1230872
State,Colorado,15 to 17,2012,Number,198559
State,Colorado,12 to 14,2012,Number,203994
State,Colorado,Total less than 18,2012,Number,1233741
State,Colorado,0 to 4,2012,Number,337720
State,Colorado,5 to 11,2012,Number,493468
State,Colorado,5 to 11,2012,Percent,0.4
State,Colorado,Total less than 18,2012,Percent,1
State,Colorado,15 to 17,2012,Percent,0.16
State,Colorado,12 to 14,2012,Percent,0.17
State,Colorado,0 to 4,2012,Percent,0.27
State,Colorado,12 to 14,2014,Percent,0.17
State,Colorado,0 to 4,2014,Percent,0.27
State,Colorado,15 to 17,2014,Percent,0.16
State,Colorado,5 to 11,2014,Percent,0.4
State,Colorado,Total less than 18,2014,Percent,1
State,Colorado,5 to 11,2016,Percent,0.4
State,Colorado,Total less than 18,2016,Percent,1
State,Colorado,5 to 11,2016,Number,498535
State,Colorado,Total less than 18,2016,Number,1259553
State,Colorado,Total less than 18,2014,Number,1244905
State,Colorado,5 to 11,2014,Number,498431
State,Colorado,15 to 17,2014,Number,202067
State,Colorado,12 to 14,2014,Number,210707
State,Colorado,0 to 4,2014,Number,333700
State,Colorado,15 to 17,2016,Number,210933
State,Colorado,12 to 14,2016,Number,214982
State,Colorado,0 to 4,2016,Number,335103
State,Colorado,Total less than 18,2017,Number,1261833
State,Colorado,5 to 11,2017,Number,495352
State,Colorado,15 to 17,2017,Number,212587
State,Colorado,12 to 14,2017,Number,217687
State,Colorado,0 to 4,2017,Number,336207
State,Colorado,12 to 14,2016,Percent,0.17
State,Colorado,15 to 17,2016,Percent,0.17
State,Colorado,0 to 4,2016,Percent,0.27
State,Colorado,0 to 4,2017,Percent,0.27
State,Colorado,12 to 14,2017,Percent,0.17
State,Colorado,15 to 17,2017,Percent,0.17
State,Colorado,5 to 11,2017,Percent,0.39
State,Colorado,Total less than 18,2017,Percent,1
State,Connecticut,Total less than 18,2017,Percent,1
State,Connecticut,5 to 11,2017,Percent,0.38
State,Connecticut,12 to 14,2017,Percent,0.18
State,Connecticut,15 to 17,2017,Percent,0.19
State,Connecticut,0 to 4,2017,Percent,0.25
State,Connecticut,0 to 4,2016,Percent,0.24
State,Connecticut,15 to 17,2016,Percent,0.19
State,Connecticut,12 to 14,2016,Percent,0.18
State,Connecticut,0 to 4,2017,Number,183321
State,Connecticut,12 to 14,2017,Number,134059
State,Connecticut,15 to 17,2017,Number,141032
State,Connecticut,5 to 11,2017,Number,285414
State,Connecticut,Total less than 18,2017,Number,743826
State,Connecticut,0 to 4,2016,Number,184228
State,Connecticut,12 to 14,2016,Number,135001
State,Connecticut,15 to 17,2016,Number,143485
State,Connecticut,0 to 4,2014,Number,188459
State,Connecticut,12 to 14,2014,Number,139346
State,Connecticut,15 to 17,2014,Number,145842
State,Connecticut,5 to 11,2014,Number,299544
State,Connecticut,Total less than 18,2014,Number,773191
State,Connecticut,Total less than 18,2016,Number,752076
State,Connecticut,5 to 11,2016,Number,289362
State,Connecticut,5 to 11,2016,Percent,0.38
State,Connecticut,Total less than 18,2016,Percent,1
State,Connecticut,Total less than 18,2014,Percent,1
State,Connecticut,5 to 11,2014,Percent,0.39
State,Connecticut,15 to 17,2014,Percent,0.19
State,Connecticut,0 to 4,2014,Percent,0.24
State,Connecticut,12 to 14,2014,Percent,0.18
State,Connecticut,0 to 4,2012,Percent,0.24
State,Connecticut,12 to 14,2012,Percent,0.18
State,Connecticut,15 to 17,2012,Percent,0.19
State,Connecticut,Total less than 18,2012,Percent,1
State,Connecticut,5 to 11,2012,Percent,0.39
State,Connecticut,5 to 11,2012,Number,308714
State,Connecticut,0 to 4,2012,Number,194306
State,Connecticut,Total less than 18,2012,Number,794698
State,Connecticut,12 to 14,2012,Number,143469
State,Connecticut,15 to 17,2012,Number,148209
State,Connecticut,Total less than 18,2011,Number,805343
State,Connecticut,15 to 17,2011,Number,149822
State,Connecticut,5 to 11,2011,Number,312984
State,Connecticut,0 to 4,2011,Number,197965
State,Connecticut,12 to 14,2011,Number,144572
State,Connecticut,0 to 4,2015,Percent,0.24
State,Connecticut,12 to 14,2015,Percent,0.18
State,Connecticut,Total less than 18,2011,Percent,1
State,Connecticut,5 to 11,2011,Percent,0.39
State,Connecticut,15 to 17,2011,Percent,0.19
State,Connecticut,12 to 14,2011,Percent,0.18
State,Connecticut,0 to 4,2011,Percent,0.25
State,Connecticut,Total less than 18,2015,Percent,1
State,Connecticut,5 to 11,2015,Percent,0.39
State,Connecticut,15 to 17,2015,Percent,0.19
State,Connecticut,Total less than 18,2015,Number,762170
State,Connecticut,0 to 4,2015,Number,186567
State,Connecticut,12 to 14,2015,Number,136612
State,Connecticut,15 to 17,2015,Number,144687
State,Connecticut,5 to 11,2015,Number,294304
State,Connecticut,0 to 4,2010,Number,201301
State,Connecticut,12 to 14,2010,Number,144899
State,Connecticut,15 to 17,2010,Number,151755
State,Connecticut,5 to 11,2010,Number,316607
State,Connecticut,Total less than 18,2010,Number,814562
State,Connecticut,5 to 11,2010,Percent,0.39
State,Connecticut,Total less than 18,2010,Percent,1
State,Connecticut,15 to 17,2010,Percent,0.19
State,Connecticut,12 to 14,2010,Percent,0.18
State,Connecticut,0 to 4,2010,Percent,0.25
State,Connecticut,Total less than 18,2009,Percent,1
State,Connecticut,0 to 4,2009,Percent,0.25
State,Connecticut,5 to 11,2009,Percent,0.39
State,Connecticut,12 to 14,2009,Percent,0.18
State,Connecticut,15 to 17,2009,Percent,0.19
State,Connecticut,12 to 14,2013,Number,142130
State,Connecticut,15 to 17,2013,Number,146308
State,Connecticut,5 to 11,2013,Number,304548
State,Connecticut,Total less than 18,2013,Number,783693
State,Connecticut,0 to 4,2013,Number,190707
State,Connecticut,Total less than 18,2009,Number,820839
State,Connecticut,0 to 4,2009,Number,203201
State,Connecticut,5 to 11,2009,Number,317743
State,Connecticut,12 to 14,2009,Number,146826
State,Connecticut,15 to 17,2009,Number,153069
State,Connecticut,Total less than 18,2008,Percent,1
State,Connecticut,0 to 4,2008,Percent,0.25
State,Connecticut,5 to 11,2008,Percent,0.39
State,Connecticut,12 to 14,2008,Percent,0.18
State,Connecticut,15 to 17,2008,Percent,0.19
State,Connecticut,Total less than 18,2013,Percent,1
State,Connecticut,5 to 11,2013,Percent,0.39
State,Connecticut,15 to 17,2013,Percent,0.19
State,Connecticut,12 to 14,2013,Percent,0.18
State,Connecticut,0 to 4,2013,Percent,0.24
State,Connecticut,Total less than 18,2007,Number,833484
State,Connecticut,0 to 4,2007,Number,207326
State,Connecticut,5 to 11,2007,Number,320777
State,Connecticut,12 to 14,2007,Number,148888
State,Connecticut,15 to 17,2007,Number,156493
State,Connecticut,Total less than 18,2008,Number,826626
State,Connecticut,0 to 4,2008,Number,205536
State,Connecticut,5 to 11,2008,Number,318863
State,Connecticut,12 to 14,2008,Number,147803
State,Connecticut,15 to 17,2008,Number,154424
State,Connecticut,Total less than 18,2007,Percent,1
State,Connecticut,0 to 4,2007,Percent,0.25
State,Connecticut,5 to 11,2007,Percent,0.38
State,Connecticut,12 to 14,2007,Percent,0.18
State,Connecticut,15 to 17,2007,Percent,0.19
State,Connecticut,Total less than 18,2006,Percent,1
State,Connecticut,0 to 4,2006,Percent,0.25
State,Connecticut,5 to 11,2006,Percent,0.39
State,Connecticut,12 to 14,2006,Percent,0.18
State,Connecticut,15 to 17,2006,Percent,0.19
State,Connecticut,Total less than 18,2005,Number,844034
State,Connecticut,0 to 4,2005,Number,211315
State,Connecticut,5 to 11,2005,Number,327240
State,Connecticut,12 to 14,2005,Number,152167
State,Connecticut,15 to 17,2005,Number,153312
State,Connecticut,Total less than 18,2006,Number,839372
State,Connecticut,0 to 4,2006,Number,208812
State,Connecticut,5 to 11,2006,Number,324045
State,Connecticut,12 to 14,2006,Number,150407
State,Connecticut,15 to 17,2006,Number,156108
State,Connecticut,Total less than 18,2004,Percent,1
State,Connecticut,0 to 4,2004,Percent,0.25
State,Connecticut,5 to 11,2004,Percent,0.39
State,Connecticut,12 to 14,2004,Percent,0.18
State,Connecticut,15 to 17,2004,Percent,0.17
State,Connecticut,Total less than 18,2005,Percent,1
State,Connecticut,0 to 4,2005,Percent,0.25
State,Connecticut,5 to 11,2005,Percent,0.39
State,Connecticut,12 to 14,2005,Percent,0.18
State,Connecticut,15 to 17,2005,Percent,0.18
State,Connecticut,Total less than 18,2003,Number,851115
State,Connecticut,0 to 4,2003,Number,216866
State,Connecticut,5 to 11,2003,Number,335126
State,Connecticut,12 to 14,2003,Number,154522
State,Connecticut,15 to 17,2003,Number,144601
State,Connecticut,Total less than 18,2004,Number,848979
State,Connecticut,0 to 4,2004,Number,214447
State,Connecticut,5 to 11,2004,Number,331913
State,Connecticut,12 to 14,2004,Number,154768
State,Connecticut,15 to 17,2004,Number,147851
State,Connecticut,Total less than 18,2003,Percent,1
State,Connecticut,0 to 4,2003,Percent,0.25
State,Connecticut,5 to 11,2003,Percent,0.39
State,Connecticut,12 to 14,2003,Percent,0.18
State,Connecticut,15 to 17,2003,Percent,0.17
State,Connecticut,Total less than 18,2002,Percent,1
State,Connecticut,0 to 4,2002,Percent,0.26
State,Connecticut,5 to 11,2002,Percent,0.4
State,Connecticut,12 to 14,2002,Percent,0.18
State,Connecticut,15 to 17,2002,Percent,0.17
State,Connecticut,Total less than 18,2001,Number,845850
State,Connecticut,0 to 4,2001,Number,220088
State,Connecticut,5 to 11,2001,Number,343159
State,Connecticut,12 to 14,2001,Number,145551
State,Connecticut,15 to 17,2001,Number,137052
State,Connecticut,Total less than 18,2002,Number,848877
State,Connecticut,0 to 4,2002,Number,217269
State,Connecticut,5 to 11,2002,Number,339305
State,Connecticut,12 to 14,2002,Number,151407
State,Connecticut,15 to 17,2002,Number,140896
State,Connecticut,Total less than 18,2001,Percent,1
State,Connecticut,0 to 4,2001,Percent,0.26
State,Connecticut,5 to 11,2001,Percent,0.41
State,Connecticut,12 to 14,2001,Percent,0.17
State,Connecticut,15 to 17,2001,Percent,0.16
State,Connecticut,Total less than 18,2000,Percent,1
State,Connecticut,0 to 4,2000,Percent,0.26
State,Connecticut,5 to 11,2000,Percent,0.41
State,Connecticut,12 to 14,2000,Percent,0.17
State,Connecticut,15 to 17,2000,Percent,0.16
State,Connecticut,Total less than 18,2000,Number,842242
State,Connecticut,0 to 4,2000,Number,223181
State,Connecticut,5 to 11,2000,Number,344237
State,Connecticut,12 to 14,2000,Number,141629
State,Connecticut,15 to 17,2000,Number,133195
State,Connecticut,5 to 11,1999,Number,343411
State,Connecticut,0 to 4,1999,Number,222817
State,Connecticut,Total less than 18,1999,Number,834654
State,Connecticut,12 to 14,1999,Number,138027
State,Connecticut,15 to 17,1999,Number,130399
State,Connecticut,Total less than 18,1999,Percent,1
State,Connecticut,15 to 17,1999,Percent,0.16
State,Connecticut,12 to 14,1999,Percent,0.17
State,Connecticut,5 to 11,1999,Percent,0.41
State,Connecticut,0 to 4,1999,Percent,0.27
State,Connecticut,0 to 4,1998,Percent,0.27
State,Connecticut,5 to 11,1998,Percent,0.41
State,Connecticut,12 to 14,1998,Percent,0.16
State,Connecticut,15 to 17,1998,Percent,0.16
State,Connecticut,Total less than 18,1998,Percent,1
State,Connecticut,12 to 14,1998,Number,133151
State,Connecticut,5 to 11,1998,Number,340744
State,Connecticut,0 to 4,1998,Number,222793
State,Connecticut,15 to 17,1998,Number,127912
State,Connecticut,Total less than 18,1998,Number,824600
State,Connecticut,5 to 11,1997,Number,336221
State,Connecticut,0 to 4,1997,Number,223409
State,Connecticut,12 to 14,1997,Number,129170
State,Connecticut,Total less than 18,1997,Number,814373
State,Connecticut,15 to 17,1997,Number,125573
State,Connecticut,0 to 4,1997,Percent,0.27
State,Connecticut,0 to 4,1996,Percent,0.28
State,Connecticut,15 to 17,1997,Percent,0.15
State,Connecticut,12 to 14,1997,Percent,0.16
State,Connecticut,5 to 11,1997,Percent,0.41
State,Connecticut,Total less than 18,1997,Percent,1
State,Connecticut,12 to 14,1996,Percent,0.16
State,Connecticut,5 to 11,1996,Percent,0.41
State,Connecticut,15 to 17,1996,Percent,0.15
State,Connecticut,Total less than 18,1996,Percent,1
State,Connecticut,12 to 14,1996,Number,127592
